Title,Author,Year,Language,Extension,Size,Download Date,File Path
Virtual Social Identity and Consumer Behavior,"Solomon, Michael R.;Wood, Natalie T",2015,English,epub,8 Mb,2024-09-30 22:30:25,"./downloads/Solomon, Michael R;Wood, Natalie T - Virtual Social Identity and Consumer Behavior.epub"
The Definitive Guide to Customer Relationship Management,"V. Kumar,Richard Hammond,Herb Sorensen,Michael R. Solomon",2012,English,epub,5 Mb,2024-09-30 22:30:28,"./downloads/V Kumar,Richard Hammond,Herb Sorensen,Michael R Solomon - The Definitive Guide to Customer Relationship Management.epub"
"Consumer Behaviour: Buying, Having, Being","Michael R. Solomon,Rebekah Russell-Bennett,Josephine Previte,Ryan Payne",2022,English,epub,85 Mb,2024-09-30 22:54:41,"./downloads/Michael R Solomon,Rebekah Russell-Bennett,Josephine Previte,Ryan Payne - Consumer Behaviour Buying, Having, Being.epub"
Give Your Business a Heart (Collection),David B. Wolfe;Rajendra S. Sisodia;Jagdish N. Sheth;Dev Patnaik,2014,English,epub,1 Mb,2024-09-30 22:56:21,./downloads/David B Wolfe;Rajendra S Sisodia;Jagdish N Sheth;Dev Patnaik - Give Your Business a Heart (Collection).epub
The Sustainability Edge: How to Drive Top-Line Growth with Triple-Bottom-Line Thinking,Suhas Apte;Jagdish N. Sheth,2017,English,epub,4 Mb,2024-09-30 22:57:02,./downloads/Suhas Apte;Jagdish N Sheth - The Sustainability Edge How to Drive Top-Line Growth with Triple-Bottom-Line Thinking.epub
Customer Centric Support Services in the Digital Age: The Next Frontier of Competitive Advantage,"Jagdish N. Sheth (editor),Varsha Jain (editor),Emmanuel Mogaji (editor),Anupama Ambika (editor)",2024,English,epub,4 Mb,2024-09-30 22:57:04,"./downloads/Jagdish N Sheth (editor),Varsha Jain (editor),Emmanuel Mogaji (editor),Anupama Ambika (editor) - Customer Centric Support Services in the Digital Age The Next Frontier of Competitive Advantage.epub"
Firms of Endearment: How World-Class Companies Profit from Passion and Purpose,"Rajendra S. Sisodia,David B. Wolfe,Jagdish N. Sheth",2007,English,epub,623 Kb,2024-09-30 22:57:17,"./downloads/Rajendra S Sisodia,David B Wolfe,Jagdish N Sheth - Firms of Endearment How World-Class Companies Profit from Passion and Purpose.epub"
Firms of endearment how world-class companies profit from passion and purpose,Rajendra S. Sisodia;David B. Wolfe;Jagdish N. Sheth,2007,English,epub,906 Kb,2024-09-30 22:57:29,./downloads/Rajendra S Sisodia;David B Wolfe;Jagdish N Sheth - Firms of endearment how world-class companies profit from passion and purpose.epub
The Accidental Scholar,Jagdish N. Sheth;John Yow,2014,English,epub,7 Mb,2024-09-30 22:59:05,./downloads/Jagdish N Sheth;John Yow - The Accidental Scholar.epub
IIMA--Strategies For Growth: Help Your Business Move Up The Ladder,Atanu Ghosh,2016,English,epub,1005 Kb,2024-09-30 22:59:44,./downloads/Atanu Ghosh - IIMA--Strategies For Growth Help Your Business Move Up The Ladder.epub
How People Buy Online : The Psychology Behind Consumer Behaviour,Seema Gupta,2021,English,epub,14 Mb,2024-09-30 23:04:28,./downloads/Seema Gupta - How People Buy Online The Psychology Behind Consumer Behaviour.epub
Baby Care & Child Health Problems,Seema Gupta,2012,English,epub,5 Mb,2024-09-30 23:06:06,./downloads/Seema Gupta - Baby Care & Child Health Problems.epub
Correct Manners & Etiquette Developing a pleasing personality,"Gupta,Seema",2012;2011,English,epub,3 Mb,2024-09-30 23:06:55,"./downloads/Gupta,Seema - Correct Manners & Etiquette Developing a pleasing personality.epub"
Onco-critical Care: An Evidence-based Approach,Vinod Kumar;Nishkarsh Gupta;Seema Mishra,2022,English,epub,20 Mb,2024-09-30 23:08:24,./downloads/Vinod Kumar;Nishkarsh Gupta;Seema Mishra - Onco-critical Care An Evidence-based Approach.epub
Ramayana,Seema Gupta,2012,English,epub,7 Mb,2024-09-30 23:08:54,./downloads/Seema Gupta - Ramayana.epub
Teenage Parenting: Bridging the Generation Gap,Seema Gupta,2012,English,epub,3 Mb,2024-09-30 23:09:28,./downloads/Seema Gupta - Teenage Parenting Bridging the Generation Gap.epub
Peri-operative Anesthetic Management in Liver Transplantation,Vijay Vohra;Nikunj Gupta;Annu Sarin Jolly;Seema Bhalotra,2023,English,epub,68 Mb,2024-09-30 23:19:42,./downloads/Vijay Vohra;Nikunj Gupta;Annu Sarin Jolly;Seema Bhalotra - Peri-operative Anesthetic Management in Liver Transplantation.epub
"Legitimacy and revolution in a society of masses : Max Weber, Antonio Gramsci, and the fin-de-siècle debate on social order","Giglioli, M. F. N.;Gramsci, Antonio - Pensiero politico;Weber, Max - Pensiero politico",2013,English,epub,564 Kb,2024-09-30 23:20:32,"./downloads/Giglioli, M F N;Gramsci, Antonio - Pensiero politico;Weber, Max - Pensiero politico - Legitimacy and revolution in a society of masses Max Weber, Antonio Gramsci, and the fin-de-siècle debate on social order.epub"
The Agrarian Sociology Of Ancient Civilizations,Max Weber,2013,English,epub,2 Mb,2024-09-30 23:21:03,./downloads/Max Weber - The Agrarian Sociology Of Ancient Civilizations.epub
The Layout Look Book,Max Weber,2007,English,epub,87 Mb,2024-09-30 23:52:02,./downloads/Max Weber - The Layout Look Book.epub
Durkheim and the Internet: sociolinguistics and the sociological imagination,"Blommaert, Jan;Durkheim, Émile",2018,English,epub,280 Kb,2024-09-30 23:52:40,"./downloads/Blommaert, Jan;Durkheim, Émile - Durkheim and the Internet sociolinguistics and the sociological imagination.epub"
Professional Ethics and Civic Morals,"Durkheim,Émile",2019,English,epub,646 Kb,2024-09-30 23:52:47,"./downloads/Durkheim,Émile - Professional Ethics and Civic Morals.epub"
The Rules of Sociological Method: And Selected Texts on Sociology and its Method,Emile Durkheim,2014,English,epub,784 Kb,2024-09-30 23:52:50,./downloads/Emile Durkheim - The Rules of Sociological Method And Selected Texts on Sociology and its Method.epub
The rules of sociological method and selected texts on sociology and its method,"Durkheim, Emile;Lukes, Steven",2014,English,epub,2 Mb,2024-09-30 23:53:09,"./downloads/Durkheim, Emile;Lukes, Steven - The rules of sociological method and selected texts on sociology and its method.epub"
The Division of Labor in Society,"Durkheim,Emile",2014;2018,English,epub,3 Mb,2024-09-30 23:53:22,"./downloads/Durkheim,Emile - The Division of Labor in Society.epub"
Suicide,"Durkheim, Emile;Simpson, George;Spaulding, John A",2010;2003,English,epub,3 Mb,2024-09-30 23:53:52,"./downloads/Durkheim, Emile;Simpson, George;Spaulding, John A - Suicide.epub"
A life with Mary Shelley,Barbara Johnson &;Shoshana Felman &;Judith Butler,2014,English,epub,821 Kb,2024-09-30 23:54:19,./downloads/Barbara Johnson &;Shoshana Felman &;Judith Butler - A life with Mary Shelley.epub
A Semite: A Memoir of Algeria,"Denis Guenoun,Ann Smock,William Smock,Judith Butler",2014,English,epub,1 Mb,2024-09-30 23:54:31,"./downloads/Denis Guenoun,Ann Smock,William Smock,Judith Butler - A Semite A Memoir of Algeria.epub"
Bodies That Matter: On the Discursive Limits of Sex,Judith Butler,2011,English,epub,2 Mb,2024-09-30 23:55:05,./downloads/Judith Butler - Bodies That Matter On the Discursive Limits of Sex.epub
What does a Jew want? : on binationalism and other specters,"Aloni, Udi;Žižek, Slavoj;Aloni, Udi;Badiou, Alain;Butler, Judith",2011,English,epub,3 Mb,2024-09-30 23:55:42,"./downloads/Aloni, Udi;Žižek, Slavoj;Aloni, Udi;Badiou, Alain;Butler, Judith - What does a Jew want on binationalism and other specters.epub"
Gender Trouble: Feminism and the Subversion of Identity (Routledge Classics Edition),Judith Butler,2006,English,epub,351 Kb,2024-09-30 23:55:47,./downloads/Judith Butler - Gender Trouble Feminism and the Subversion of Identity (Routledge Classics Edition).epub
Undoing Gender,Judith Butler,2004,English,epub,282 Kb,2024-09-30 23:55:54,./downloads/Judith Butler - Undoing Gender.epub
Subjects of Desire: Hegelian Reflections in Twentieth-Century France,Judith Butler,2012,English,epub,15 Mb,2024-09-30 23:58:42,./downloads/Judith Butler - Subjects of Desire Hegelian Reflections in Twentieth-Century France.epub
Medicare: Preparing for the Challenges of the 21st Century (Conference of the National Academy of Social Insurance),"Robert D. Reischauer,Stuart Butler,Judith R. Lave",1998,English,epub,1 Mb,2024-09-30 23:59:10,"./downloads/Robert D Reischauer,Stuart Butler,Judith R Lave - Medicare Preparing for the Challenges of the 21st Century (Conference of the National Academy of Social Insurance).epub"
Parting ways : Jewishness and the critique of Zionism,"Butler,Judith",2012,English,epub,15 Mb,2024-09-30 23:59:12,"./downloads/Butler,Judith - Parting ways Jewishness and the critique of Zionism.epub"
Dispossession: The Performative in the Political,Judith Butler,,English,epub,928 Kb,2024-09-30 23:59:34,./downloads/Judith Butler - Dispossession The Performative in the Political.epub
Antigone’s Claim: Kinship Between Life and Death,Judith Butler,2000,English,epub,17 Mb,2024-10-01 00:00:07,./downloads/Judith Butler - Antigone’s Claim Kinship Between Life and Death.epub
Seventeen Contradictions and the End of Capitalism,David Harvey,2014,English,epub,455 Kb,2024-10-01 00:00:39,./downloads/David Harvey - Seventeen Contradictions and the End of Capitalism.epub
The Enigma of Capital : And the Crises of Capitalism,David Harvey,2010,English,epub,679 Kb,2024-10-01 00:00:46,./downloads/David Harvey - The Enigma of Capital And the Crises of Capitalism.epub
A Companion to Marx's Capital,David Harvey,2010,English,epub,748 Kb,2024-10-01 00:00:48,./downloads/David Harvey - A Companion to Marx's Capital.epub
When this cruel war is over: the Civil War letters of Charles Harvey Brewster,"Charles Harvey Brewster,David W. Blight",1992,English,epub,2 Mb,2024-10-01 00:01:25,"./downloads/Charles Harvey Brewster,David W Blight - When this cruel war is over the Civil War letters of Charles Harvey Brewster.epub"
A Companion to Marx's Capital: Volume 2,David Harvey,2013,English,epub,3 Mb,2024-10-01 00:01:37,./downloads/David Harvey - A Companion to Marx's Capital Volume 2.epub
After Lockdown: A Metamorphosis,"Bruno Latour,Julie Rose (Translator)",2021,English,epub,397 Kb,2024-10-01 00:01:57,"./downloads/Bruno Latour,Julie Rose (Translator) - After Lockdown A Metamorphosis.epub"
Facing Gaia: Eight Lectures on the New Climatic Regime,Bruno Latour,2017,English,epub,1 Mb,2024-10-01 00:02:04,./downloads/Bruno Latour - Facing Gaia Eight Lectures on the New Climatic Regime.epub
Down to Earth: Politics in the New Climatic Regime,Bruno Latour,2018,English,epub,731 Kb,2024-10-01 00:02:05,./downloads/Bruno Latour - Down to Earth Politics in the New Climatic Regime.epub
Rejoicing: Or the Torments of Religious Speech,"Latour,Bruno",2013,English,epub,240 Kb,2024-10-01 00:02:09,"./downloads/Latour,Bruno - Rejoicing Or the Torments of Religious Speech.epub"
Bruno Latour,"Latour, Bruno;Vries, Gerard de",2016,English,epub,827 Kb,2024-10-01 00:02:15,"./downloads/Latour, Bruno;Vries, Gerard de - Bruno Latour.epub"
Facing Gaia: eight lectures on the new climate regime / Bruno Latour,"Latour,Bruno",2017,English,epub,1 Mb,2024-10-01 00:02:20,"./downloads/Latour,Bruno - Facing Gaia eight lectures on the new climate regime Bruno Latour.epub"
"Prince and the Wolf: Latour and Harman at the LSE, The","Harman, Graham, Latour, Bruno &;Graham Harman &;Peter Erdélyi",2011,English,epub,271 Kb,2024-10-01 00:02:20,"./downloads/Harman, Graham, Latour, Bruno &;Graham Harman &;Peter Erdélyi - Prince and the Wolf Latour and Harman at the LSE, The.epub"
We Have Never Been Modern,Bruno Latour,1993,English,epub,1011 Kb,2024-10-01 00:02:35,./downloads/Bruno Latour - We Have Never Been Modern.epub
Laboratory Life: The Construction of Scientific Facts,Bruno Latour;Steve Woolgar;Jonas Salk,2013,English,epub,4 Mb,2024-10-01 00:03:04,./downloads/Bruno Latour;Steve Woolgar;Jonas Salk - Laboratory Life The Construction of Scientific Facts.epub
Reassembling the social: an introduction to actor-network-theory,"Latour,Bruno",2007,English,epub,4 Mb,2024-10-01 00:03:07,"./downloads/Latour,Bruno - Reassembling the social an introduction to actor-network-theory.epub"
"Secular Translations: Nation-State, Modern Self, and Calculative Reason",Talal Asad,2018,English,epub,689 Kb,2024-10-01 00:03:18,"./downloads/Talal Asad - Secular Translations Nation-State, Modern Self, and Calculative Reason.epub"
Genealogies of Religion,Talal Asad,1993,English,epub,1 Mb,2024-10-01 00:03:45,./downloads/Talal Asad - Genealogies of Religion.epub
Anarchy-In a Manner of Speaking,"Graeber,David",2020,English,epub,173 Kb,2024-10-01 00:04:00,"./downloads/Graeber,David - Anarchy-In a Manner of Speaking.epub"
Bullshit jobs: a theory,"Graeber,David",2018,English,epub,845 Kb,2024-10-01 00:04:07,"./downloads/Graeber,David - Bullshit jobs a theory.epub"
"An Analysis of David Graeber’s ""Debt: The First 5,000 Years""","Sulaiman Hakemy,analyzing David Graeber’s book",2017,English,epub,154 Kb,2024-10-01 00:04:11,"./downloads/Sulaiman Hakemy,analyzing David Graeber’s book - An Analysis of David Graeber’s Debt The First 5,000 Years.epub"
"Bullshit Jobs: The Rise of Pointless Work, and What We Can Do About It",David Graeber,2019,English,epub,3 Mb,2024-10-01 00:04:40,"./downloads/David Graeber - Bullshit Jobs The Rise of Pointless Work, and What We Can Do About It.epub"
"The Utopia of Rules: On Technology, Stupidity, and the Secret Joys of Bureaucracy",David Graeber,2015,English,epub,1 Mb,2024-10-01 00:04:50,"./downloads/David Graeber - The Utopia of Rules On Technology, Stupidity, and the Secret Joys of Bureaucracy.epub"
"The utopia of rules : on technology, stupidity, and the secret joys of bureaucracy","Graeber,David",2015,English,epub,2 Mb,2024-10-01 00:05:14,"./downloads/Graeber,David - The utopia of rules on technology, stupidity, and the secret joys of bureaucracy.epub"
"Debt: The First 5,000 Years",David Graeber,2014,English,epub,3 Mb,2024-10-01 00:05:33,"./downloads/David Graeber - Debt The First 5,000 Years.epub"
"Debt - Updated and Expanded: The First 5,000 Years",David Graeber,2014,English,epub,2 Mb,2024-10-01 00:05:49,"./downloads/David Graeber - Debt - Updated and Expanded The First 5,000 Years.epub"
Bullshit Jobs: A Theory,David Graeber,2018,English,epub,6 Mb,2024-10-01 00:05:56,./downloads/David Graeber - Bullshit Jobs A Theory.epub
"Debt: Updated and Expanded: The First 5,000 Years","Graeber,David",2014,English,epub,2 Mb,2024-10-01 00:05:56,"./downloads/Graeber,David - Debt Updated and Expanded The First 5,000 Years.epub"
The Democracy Project,David Graeber,2013,English,epub,527 Kb,2024-10-01 00:06:05,./downloads/David Graeber - The Democracy Project.epub
"Revolutions in Reverse: Essays on Politics, Violence, Art, and Imagination",David Graeber,2011,English,epub,682 Kb,2024-10-01 00:06:16,"./downloads/David Graeber - Revolutions in Reverse Essays on Politics, Violence, Art, and Imagination.epub"
"The Democracy Project: A History, a Crisis, a Movement",David Graeber,2013,English,epub,2 Mb,2024-10-01 00:06:29,"./downloads/David Graeber - The Democracy Project A History, a Crisis, a Movement.epub"
Toward An Anthropological Theory of Value: The False Coin of Our Own Dreams,"Graeber,David",Dec. 2001,English,epub,437 Kb,2024-10-01 00:06:43,"./downloads/Graeber,David - Toward An Anthropological Theory of Value The False Coin of Our Own Dreams.epub"
Direct action: an ethnography,"Graeber,David",2011;2009,English,epub,1 Mb,2024-10-01 00:06:50,"./downloads/Graeber,David - Direct action an ethnography.epub"
"Possibilities: Essays On Hierarchy, Rebellion, and Desire",David Graeber,2013,English,epub,6 Mb,2024-10-01 00:07:15,"./downloads/David Graeber - Possibilities Essays On Hierarchy, Rebellion, and Desire.epub"
White Innocence: Paradoxes of Colonialism and Race,Gloria Wekker,2016,English,epub,446 Kb,2024-10-01 00:07:33,./downloads/Gloria Wekker - White Innocence Paradoxes of Colonialism and Race.epub
The politics of passion: women's sexual culture in the Afro-Surinamese diaspora,"Wekker,Gloria",2006;2012,English,epub,4 Mb,2024-10-01 00:08:21,"./downloads/Wekker,Gloria - The politics of passion women's sexual culture in the Afro-Surinamese diaspora.epub"
The Mandarins,"Beauvoir,Simone de",2018,English,epub,764 Kb,2024-10-01 00:08:47,"./downloads/Beauvoir,Simone de - The Mandarins.epub"
She Came to Stay,"Beauvoir, Simone de;Moyse, Yvonne;Senhouse, Roger",1943;2018,English,epub,716 Kb,2024-10-01 00:08:55,"./downloads/Beauvoir, Simone de;Moyse, Yvonne;Senhouse, Roger - She Came to Stay.epub"
"Parisian lives: Samuel Beckett, Simone de Beauvoir, and me: a memoir","Bair, Deirdre;Beauvoir, Simone de;Beckett, Samuel",2019,English,epub,2 Mb,2024-10-01 00:09:03,"./downloads/Bair, Deirdre;Beauvoir, Simone de;Beckett, Samuel - Parisian lives Samuel Beckett, Simone de Beauvoir, and me a memoir.epub"
Memoirs of a Dutiful Daughter,"Beauvoir, Simone de;Kirkup, James",2016;2005,English,epub,714 Kb,2024-10-01 00:09:05,"./downloads/Beauvoir, Simone de;Kirkup, James - Memoirs of a Dutiful Daughter.epub"
Becoming Beauvoir: a life,"Beauvoir, Simone de;Kirkpatrick, Kate",2019;2020,English,epub,3 Mb,2024-10-01 00:09:10,"./downloads/Beauvoir, Simone de;Kirkpatrick, Kate - Becoming Beauvoir a life.epub"
Letters to Sartre,Simone de Beauvoir;Quintin Hoare,2012,English,epub,928 Kb,2024-10-01 00:09:23,./downloads/Simone de Beauvoir;Quintin Hoare - Letters to Sartre.epub
"Beauvoir and the second sex: feminism, race, and the origins of existentialism","Beauvoir, Simone de;Simons, Margaret A",2001;2013,English,epub,1 Mb,2024-10-01 00:09:29,"./downloads/Beauvoir, Simone de;Simons, Margaret A - Beauvoir and the second sex feminism, race, and the origins of existentialism.epub"
Adieux: a farewell to Sartre,"Beauvoir, Simone de;Sartre, Jean-Paul",2012;1984,English,epub,2 Mb,2024-10-01 00:09:40,"./downloads/Beauvoir, Simone de;Sartre, Jean-Paul - Adieux a farewell to Sartre.epub"
The Second Sex,"Simone de Beauvoir,Constance Borde,Sheila Malovany-Chevallier",2011,English,epub,2 Mb,2024-10-01 00:13:05,"./downloads/Simone de Beauvoir,Constance Borde,Sheila Malovany-Chevallier - The Second Sex.epub"
Philosophical Writings,"Beauvoir, Simone de;Mader, Mary Beth;Timmermann, Marybeth;Simons, Margaret A",2004;2005,English,epub,1 Mb,2024-10-01 00:13:13,"./downloads/Beauvoir, Simone de;Mader, Mary Beth;Timmermann, Marybeth;Simons, Margaret A - Philosophical Writings.epub"
Must We Burn Sade?,Simone de Beauvoir,1951-52,English,epub,194 Kb,2024-10-01 00:13:15,./downloads/Simone de Beauvoir - Must We Burn Sade.epub
The Ethics of Ambiguity,Simone de Beauvoir,0,English,epub,160 Kb,2024-10-01 00:13:19,./downloads/Simone de Beauvoir - The Ethics of Ambiguity.epub
A Very Easy Death,"de Beauvoir,Simone",2012,English,epub,2 Mb,2024-10-01 00:13:20,"./downloads/de Beauvoir,Simone - A Very Easy Death.epub"
"Diary of a Philosophy Student: Volume 1, 1926-27",Simone De Beauvoir;Sylvie Le Bon de Beauvoir;Margaret A. Simons,2006,English,epub,1 Mb,2024-10-01 00:13:30,"./downloads/Simone De Beauvoir;Sylvie Le Bon de Beauvoir;Margaret A Simons - Diary of a Philosophy Student Volume 1, 1926-27.epub"
The Cancer Journals,Audre Lorde;Tracy K. Smith,2020,English,epub,1 Mb,2024-10-01 00:13:46,./downloads/Audre Lorde;Tracy K Smith - The Cancer Journals.epub
A Burst of Light: and Other Essays,Audre Lorde,2017,English,epub,598 Kb,2024-10-01 00:13:48,./downloads/Audre Lorde - A Burst of Light and Other Essays.epub
The Selected Works of Audre Lorde,Audre Lorde,2020,English,epub,2 Mb,2024-10-01 00:13:54,./downloads/Audre Lorde - The Selected Works of Audre Lorde.epub
Zami: A New Spelling of My Name (UK),"Lorde,Audre",2018,English,epub,2 Mb,2024-10-01 00:13:56,"./downloads/Lorde,Audre - Zami A New Spelling of My Name (UK).epub"
Sister Outsider: Essays and Speeches,"Audre Lorde,Cheryl Clarke",2007,English,epub,1 Mb,2024-10-01 00:14:02,"./downloads/Audre Lorde,Cheryl Clarke - Sister Outsider Essays and Speeches.epub"
Zami ; Sister outsider ; Undersong,"Lorde,Audre",2011,English,epub,2 Mb,2024-10-01 00:14:09,"./downloads/Lorde,Audre - Zami ; Sister outsider ; Undersong.epub"
The Cancer Journals: Special Edition,Audre Lorde,2006,English,epub,2 Mb,2024-10-01 00:14:12,./downloads/Audre Lorde - The Cancer Journals Special Edition.epub
Zami: A New Spelling of My Name - A Biomythography,Audre Lorde,1982,English,epub,735 Kb,2024-10-01 00:14:12,./downloads/Audre Lorde - Zami A New Spelling of My Name - A Biomythography.epub
Showing Our Colors: Afro-German Women Speak Out,May Opitz (May Ayim);Katharina Oguntoye;Dagmar Schultz;Tina Campt;Audre Lorde;Anne V. Adams,1992,English,epub,2 Mb,2024-10-01 00:14:14,./downloads/May Opitz (May Ayim);Katharina Oguntoye;Dagmar Schultz;Tina Campt;Audre Lorde;Anne V Adams - Showing Our Colors Afro-German Women Speak Out.epub
Historic Hadley,Alice Morehouse Walker,2019,English,epub,204 Kb,2024-10-01 00:14:33,./downloads/Alice Morehouse Walker - Historic Hadley.epub
I love myself when I am laughing ... and then again when I am looking mean and impressive: a Zora Neale Hurston reader,"Hurston, Zora Neale;Walker, Alice;Washington, Mary Helen",2020;2019,English,epub,2 Mb,2024-10-01 00:14:48,"./downloads/Hurston, Zora Neale;Walker, Alice;Washington, Mary Helen - I love myself when I am laughing and then again when I am looking mean and impressive a Zora Neale Hurston reader.epub"
"Collected Essays, Prose, and Stories",Alice Walker,2018,English,epub,6 Mb,2024-10-01 00:15:41,"./downloads/Alice Walker - Collected Essays, Prose, and Stories.epub"
"Howard Zinn's Southern diary: sit-ins, civil rights, and black women's student activism","Spelman College;Cohen, Robert;Walker, Alice;Zinn, Howard",2018,English,epub,7 Mb,2024-10-01 00:16:06,"./downloads/Spelman College;Cohen, Robert;Walker, Alice;Zinn, Howard - Howard Zinn's Southern diary sit-ins, civil rights, and black women's student activism.epub"
The Cushion in the Road: Meditation and Wandering as the Whole World Awakens to Being in Harm’s Way,Alice Walker,2013,English,epub,563 Kb,2024-10-01 00:16:12,./downloads/Alice Walker - The Cushion in the Road Meditation and Wandering as the Whole World Awakens to Being in Harm’s Way.epub
"Gathering Blossoms Under Fire : The Journals of Alice Walker, 1965–2000",Alice Walker,2022,English,epub,10 Mb,2024-10-01 00:16:30,"./downloads/Alice Walker - Gathering Blossoms Under Fire The Journals of Alice Walker, 1965–2000.epub"
One Day in December: Celia Sánchez and the Cuban Revolution,"Nancy Stout,Alice Walker",2013,English,epub,2 Mb,2024-10-01 00:16:42,"./downloads/Nancy Stout,Alice Walker - One Day in December Celia Sánchez and the Cuban Revolution.epub"
The Chicken Chronicles,Alice Walker,2011,English,epub,355 Kb,2024-10-01 00:16:45,./downloads/Alice Walker - The Chicken Chronicles.epub
The general's son: journey of an Israeli in Palestine,"Peled, Miko;Walker, Alice",2012,English,epub,5 Mb,2024-10-01 00:17:09,"./downloads/Peled, Miko;Walker, Alice - The general's son journey of an Israeli in Palestine.epub"
Sent by Earth: A Message from the Grandmother Spirit,Alice Walker,2011,English,epub,2 Mb,2024-10-01 00:17:11,./downloads/Alice Walker - Sent by Earth A Message from the Grandmother Spirit.epub
"Overcoming Speechlessness: A Poet Encounters the Horror in Rwanda, Eastern Congo, and Palestine/Israel",Alice Walker,2010,English,epub,115 Kb,2024-10-01 00:17:13,"./downloads/Alice Walker - Overcoming Speechlessness A Poet Encounters the Horror in Rwanda, Eastern Congo, and PalestineIsrael.epub"
The World Has Changed: Conversations with Alice Walker,"Alice Walker,Rudolph P. Byrd",2010,English,epub,1 Mb,2024-10-01 00:17:21,"./downloads/Alice Walker,Rudolph P Byrd - The World Has Changed Conversations with Alice Walker.epub"
Possessing the Secret of Joy,Alice Walker,2008,English,epub,2 Mb,2024-10-01 00:17:43,./downloads/Alice Walker - Possessing the Secret of Joy.epub
Stop the Next War Now: Effective Responses to Violence and Terrorism,"Jodie Evans,Medea Benjamin,Arundhati Roy,Alice Walker",2005,English,epub,3 Mb,2024-10-01 00:18:01,"./downloads/Jodie Evans,Medea Benjamin,Arundhati Roy,Alice Walker - Stop the Next War Now Effective Responses to Violence and Terrorism.epub"
In Search of Our Mothers' Gardens,Alice Walker,2004,English,epub,3 Mb,2024-10-01 00:18:08,./downloads/Alice Walker - In Search of Our Mothers' Gardens.epub
"Black, white, and Jewish: autobiography of a shifting self","Walker, Alice;Walker, Rebecca",2002,English,epub,946 Kb,2024-10-01 00:18:08,"./downloads/Walker, Alice;Walker, Rebecca - Black, white, and Jewish autobiography of a shifting self.epub"
"Broad strokes: 15 women who made art and made history, in that order","Bell, Vanessa;Bonheur, Rosa;Bourgeois, Louise;Gentileschi, Artemisia;Krasner, Lee;Mendieta, Ana;Modersohn-Becker, Paula;Neel, Alice;Quinn, Bridget;Walker, Kara",2017,English,epub,16 Mb,2024-10-01 00:18:52,"./downloads/Bell, Vanessa;Bonheur, Rosa;Bourgeois, Louise;Gentileschi, Artemisia;Krasner, Lee;Mendieta, Ana;Modersohn-Becker, Paula;Neel, Alice;Quinn, Bridget;Walker, Kara - Broad strokes 15 women who made art and made history, in that order.epub"
THE COMPLETE GILLIAN FLYNN,Gillian Flynn,2014,English,mobi,2 Mb,2024-10-02 14:09:33,./downloads/Gillian Flynn - THE COMPLETE GILLIAN FLYNN.mobi
